ortho,phon,syll
semonces,s°m§s,s°-m§s
noiraude,nwaRod,nwa-Rod
polyphonique,polifonik,po-li-fo-nik
soutenus,sut°ny,su-t°-ny
omettre,omEtR,o-mEtR
orpailleur,ORpaj9R,OR-pa-j9R
radioréveil,RadjoRevEj,Ra-djo-Re-vEj
survolée,syRvole,syR-vo-le
allumez,alyme,a-ly-me
girelles,ZiREl,Zi-REl
prodiguais,pRodigE,pRo-di-gE
maboule,mabul,ma-bul
appuyez,ap8ije,a-p8i-je
recoupant,R°kup@,R°-ku-p@
saisons,sEz§,sE-z§
ajustables,aZystabl,a-Zys-tabl
dessalé,desale,de-sa-le
rançonnait,R@sonE,R@-so-nE
graphiques,gRafik,gRa-fik
superflu,sypERfly,sy-pER-fly
offenserai,of@s°RE,o-f@-s°-RE
réentendre,Re@t@dR,Re-@-t@dR
quetsches,kwEtS,kwEtS
taulard,tolaR,to-laR
rebaptisées,R°batize,R°-ba-ti-ze
électroménager,elEktRomenaZe,e-lEk-tRo-me-na-Ze
troisième,tRwazjEm,tRwa-zjEm
londonienne,l§donjEn,l§-do-njEn
inadmissibles,inadmisibl,i-nad-mi-sibl
repoussais,R°pusE,R°-pu-sE
giaours,ZjauR,Zja-uR
fusillerait,fyzij°RE,fy-zi-j°-RE
envisageriez,@vizaZ°Rje,@-vi-za-Z°-Rje
barré,baRe,ba-Re
félicitions,felisitj§,fe-li-si-tj§
études,etyd,e-tyd
subordonné,sybORdone,sy-bOR-do-ne
polluait,pol8E,po-l8E
gourerait,guR°RE,gu-R°-RE
burger,b9Rg9R,b9R-g9R
zébré,zebRe,ze-bRe
carier,kaRje,ka-Rje
gargouillait,gaRgujE,gaR-gu-jE
concours,k§kuR,k§-kuR
mixture,mikstyR,mik-styR
gars,ga,ga
fromagers,fRomaZe,fRo-ma-Ze
traîneras,tREn°Ra,tRE-n°-Ra
aiguillettes,eg8ijEt,e-g8i-jEt
romanesque,RomanEsk,Ro-ma-nEsk
outrepasser,utR°pase,u-tR°-pa-se
boisson,bwas§,bwa-s§
joigniez,ZwaNe,Zwa-Ne
quarante-huitards,kaR@t°8itaR,ka-R@-t°-8i-taR
métastases,metastaz,me-tas-taz
troublait,tRublE,tRu-blE
saqués,sake,sa-ke
commerçant,komERs@,ko-mER-s@
bouffonner,bufone,bu-fo-ne
bénéficiaient,benefisjE,be-ne-fi-sjE
orpin,ORp5,OR-p5
imités,imite,i-mi-te
rééquipé,Reekipe,Re-e-ki-pe
atteignes,atEN,a-tEN
centimètre,s@timEtR,s@-ti-mEtR
distordues,distORdy,dis-tOR-dy
tertio,tERsjo,tER-sjo
acquiesçant,akjEs@,a-kjE-s@
news,njuz,njuz
convertirais,k§vERtiRE,k§-vER-ti-RE
vermines,vERmin,vER-min
à-plat,apla,a-pla
stagnation,stagnasj§,stag-na-sj§
littéraires,liteRER,li-te-RER
contactés,k§takte,k§-tak-te
fumigations,fymigasj§,fy-mi-ga-sj§
timbrage,t5bRaZ,t5-bRaZ
variés,vaRje,va-Rje
luthérien,lyteRj5,ly-te-Rj5
acheta,aS°ta,a-S°-ta
extra-muros,EkstRamyRo,Ek-stRa-my-Ro
déshonoraient,dezonoRE,de-zo-no-RE
aigries,egRi,e-gRi
stoppa,stopa,sto-pa
indicatif,5dikatif,5-di-ka-tif
bégonias,begonja,be-go-nja
témoignerez,temwaN°Re,te-mwa-N°-Re
crèmes,kREm,kREm
colchicine,kOlSisin,kOl-Si-sin
réchauffé,ReSofe,Re-So-fe
collectionnant,kolEksjon@,ko-lEk-sjo-n@
conclut,k§kly,k§-kly
bêlement,bEl°m@,bE-l°-m@
affleuré,afl9Re,a-fl9-Re
vestale,vEstal,vEs-tal
prytanée,pRitane,pRi-ta-ne
rouleuses,Rul2z,Ru-l2z
coincerons,kw5s°R§,kw5-s°-R§
copernicienne,kopERnisjEn,ko-pER-ni-sjEn
souffriez,sufRije,su-fRi-je
ferrets,fERE,fE-RE
sergots,sERgo,sER-go
hermétistes,ERmetist,ER-me-tist
vétérans,veteR@,ve-te-R@
rejetions,R°Z°tj§,R°-Z°-tj§
enjôlement,@Zol°m@,@-Zo-l°-m@
impalpable,5palpabl,5-pal-pabl
codage,kodaZ,ko-daZ
minauder,minode,mi-no-de
rapprochez,RapRoSe,Ra-pRo-Se
bof,bOf,bOf
mégalomane,megaloman,me-ga-lo-man
scolarité,skolaRite,sko-la-Ri-te
simplifient,s5plifi,s5-pli-fi
endiamantés,@djam@te,@-dja-m@-te
radouciraient,RadusiRE,Ra-du-si-RE
exagéraient,EgzaZeRE,Eg-za-Ze-RE
sous-prolétariat,supRoletaRja,su-pRo-le-ta-Rja
permet,pERmE,pER-mE
suppléer,syplee,sy-ple-e
hurler,yRle,yR-le
bilieuses,bilj2z,bi-lj2z
miraculeusement,miRakyl2z°m@,mi-Ra-ky-l2-z°-m@
proféra,pRofeRa,pRo-fe-Ra
débranchées,debR@Se,de-bR@-Se
embrouillent,@bRuj,@-bRuj
louve,luv,luv
disposée,dispoze,dis-po-ze
barbouillés,baRbuje,baR-bu-je
figurée,figyRe,fi-gy-Re
soupçonnant,supson@,sup-so-n@
entrées,@tRe,@-tRe
lobectomie,lobEktomi,lo-bEk-to-mi
tricheurs,tRiS9R,tRi-S9R
scaferlati,skafERlati,ska-fER-la-ti
transmettait,tR@smEtE,tR@s-mE-tE
peintes,p5t,p5t
appeau,apo,a-po
anisé,anize,a-ni-ze
perfectionnisme,pERfEksjonizm,pER-fEk-sjo-nizm
tôt-fait,tofE,to-fE
tectonique,tEktonik,tEk-to-nik
désinformer,dez5fORme,de-z5-fOR-me
bornerons,bORn°R§,bOR-n°-R§
propices,pRopis,pRo-pis
vécûmes,vekym,ve-kym
alléluias,aleluja,a-le-lu-ja
calligraphie,kaligRafi,ka-li-gRa-fi
sèmerons,sEm°R§,sE-m°-R§
spondylarthrose,sp§dilaRtRoz,sp§-di-laR-tRoz
produit,pRod8i,pRo-d8i
crié,kRije,kRi-je
balaises,balEz,ba-lEz
exorcisée,EgzORsize,Eg-zOR-si-ze
zonage,zonaZ,zo-naZ
gobergeait,gobERZE,go-bER-ZE
soufi,sufi,su-fi
sacrifiées,sakRifje,sa-kRi-fje
enjolivaient,@ZolivE,@-Zo-li-vE
pied-de-poule,pjed°pul,pje-d°-pul
neutrinos,n2tRino,n2-tRi-no
subits,sybi,sy-bi
assoiffées,aswafe,a-swa-fe
tremblants,tR@bl@,tR@-bl@
passivité,pasivite,pa-si-vi-te
jaffe,Zaf,Zaf
fertilisés,fERtilize,fER-ti-li-ze
assagirai,asaZiRE,a-sa-Zi-RE
réticente,Retis@t,Re-ti-s@t
embringua,@bR5ga,@-bR5-ga
dirigent,diRiZ,di-RiZ
contrainte,k§tR5t,k§-tR5t
magnétomètre,maNetomEtR,ma-Ne-to-mEtR
clama,klama,kla-ma
marsouins,maRsw5,maR-sw5
languissante,l@gis@t,l@-gi-s@t
moucharde,muSaRd,mu-SaRd
toubibs,tubib,tu-bib
refourguées,R°fuRge,R°-fuR-ge
louangée,lw@Ze,lw@-Ze
indignée,5diNe,5-di-Ne
supposâmes,sypozam,sy-po-zam
dévergonder,devERg§de,de-vER-g§-de
celtique,sEltik,sEl-tik
croit,kRwa,kRwa
annexa,anEksa,a-nEk-sa
blanchies,bl@Si,bl@-Si
thésards,tezaR,te-zaR
conserveraient,k§sERv°RE,k§-sER-v°-RE
immodérée,imodeRe,i-mo-de-Re
germanophilie,ZERmanofili,ZER-ma-no-fi-li
conservant,k§sERv@,k§-sER-v@
assombris,as§bRi,a-s§-bRi
angulaires,@gylER,@-gy-lER
chevaleresques,S°val°REsk,S°-va-l°-REsk
interrogatifs,5tERogatif,5-tE-Ro-ga-tif
interludes,5tERlyd,5-tER-lyd
réinstallaient,Re5stalE,Re-5s-ta-lE
noirci,nwaRsi,nwaR-si
loti,loti,lo-ti
somnifère,sOmnifER,sOm-ni-fER
accomplissait,ak§plisE,a-k§-pli-sE
tyran,tiR@,ti-R@
préconisais,pRekonizE,pRe-ko-ni-zE
songea,s§Za,s§-Za
claqué,klake,kla-ke
balbutiaient,balbysjE,bal-by-sjE
déglinguaient,degl5gE,de-gl5-gE
dévêtues,devEty,de-vE-ty
dessuintée,des85te,de-s85-te
reviendrai,R°vj5dRE,R°-vj5-dRE
pistou,pistu,pis-tu
froissées,fRwase,fRwa-se
circule,siRkyl,siR-kyl
poltron,pOltR§,pOl-tR§
serbes,sERb,sERb
rafraîchissoirs,RafReSiswaR,Ra-fRe-Si-swaR
galants,gal@,ga-l@
décrochai,dekRoSE,de-kRo-SE
décerne,desERn,de-sERn
gypaète,ZipaEt,Zi-pa-Et
préviendront,pRevj5dR§,pRe-vj5-dR§
inculpant,5kylp@,5-kyl-p@
allonge,al§Z,a-l§Z
réinventant,Re5v@t@,Re-5-v@-t@
bouleau,bulo,bu-lo
ingénia,5Zenja,5-Ze-nja
endolories,@doloRi,@-do-lo-Ri
cartes,kaRt,kaRt
ultrason,yltRas§,yl-tRa-s§
rezzou,R°zu,R°-zu
fauter,fote,fo-te
ex-flic,Eksflik,Ek-sflik
carbones,kaRbOn,kaR-bOn
halaient,alE,a-lE
puisera,p8iz°Ra,p8i-z°-Ra
maugréa,mogRea,mo-gRe-a
approcherons,apROS°R§,a-pRO-S°-R§
cafteur,kaft9R,kaf-t9R
gamine,gamin,ga-min
cuirez,k8iRe,k8i-Re
ouvrage,uvRaZ,u-vRaZ
étriqués,etRike,e-tRi-ke
aînesse,EnEs,E-nEs
vétilleuses,vetij2z,ve-ti-j2z
arithmétique,aRitmetik,a-Rit-me-tik
pointeur,pw5t9R,pw5-t9R
rassurant,RasyR@,Ra-sy-R@
éventé,ev@te,e-v@-te
pomponnées,p§pone,p§-po-ne
drastiques,dRastik,dRas-tik
présentement,pRez@t°m@,pRe-z@-t°-m@
futuriste,fytyRist,fy-ty-Rist
pornos,pORno,pOR-no
applaudissements,aplodis°m@,a-plo-di-s°-m@
croquemitaines,kROk°mitEn,kRO-k°-mi-tEn
postmoderne,pOstmodERn,pOs-tmo-dERn
attestera,atEst°Ra,a-tEs-t°-Ra
seconderas,s°g§d°Ra,s°-g§-d°-Ra
occupants,okyp@,o-ky-p@
gal,gal,gal
savonneuse,savon2z,sa-vo-n2z
rejouons,R°Zu§,R°-Zu-§
trichera,tRiS°Ra,tRi-S°-Ra
connecte,konEkt,ko-nEkt
exterminées,EkstERmine,Ek-stER-mi-ne
samouraïs,samuRai,sa-mu-Ra-i
intéressant,5teREs@,5-te-RE-s@
rapportés,RapORte,Ra-pOR-te
tâtonné,tatone,ta-to-ne
anorexie,anoREksi,a-no-REk-si
patronymiques,patRonimik,pa-tRo-ni-mik
donjon,d§Z§,d§-Z§
imprécateur,5pRekat9R,5-pRe-ka-t9R
maxillaires,maksilER,mak-si-lER
paralogismes,paRaloZizm,pa-Ra-lo-Zizm
ôtés,ote,o-te
spectrale,spEktRal,spEk-tRal
taisais,tEzE,tE-zE
rénove,RenOv,Re-nOv
emmêlera,@mEl°Ra,@-mE-l°-Ra
compose,k§poz,k§-poz
encouragerait,@kuRaZ°RE,@-ku-Ra-Z°-RE
gaîté,gete,ge-te
commis,komi,ko-mi
associe,asosi,a-so-si
veuves,v9v,v9v
accumulerez,akymyl°Re,a-ky-my-l°-Re
conterait,k§t°RE,k§-t°-RE
sornette,sORnEt,sOR-nEt
canardé,kanaRde,ka-naR-de
éloge,elOZ,e-lOZ
désheuraient,dez9RE,de-z9-RE
confites,k§fit,k§-fit
débinent,debin,de-bin
révérends,ReveR@,Re-ve-R@
impétueuse,5pet82z,5-pe-t82z
pamphlets,p@flE,p@-flE
constituées,k§stit8e,k§s-ti-t8e
garennes,gaREn,ga-REn
gémit,Zemi,Ze-mi
mouettes,mwEt,mwEt
déstabilisatrice,destabilizatRis,des-ta-bi-li-za-tRis
demi-obscurité,d2miOpskyRite,d2-mi-Op-sky-Ri-te
aventurerait,av@tyR°RE,a-v@-ty-R°-RE
fléchés,fleSe,fle-Se
gargouillé,gaRguje,gaR-gu-je
gallois,galwa,ga-lwa
peuple,p2pl,p2pl
marie-louise,maRilwiz,ma-Ri-lwiz
auteur,ot9R,o-t9R
prédéterminé,pRedetERmine,pRe-de-tER-mi-ne
assoupira,asupiRa,a-su-pi-Ra
déplace,deplas,de-plas
décarcassée,dekaRkase,de-kaR-ka-se
primo,pRimo,pRi-mo
twister,twiste,twis-te
arrachons,aRaS§,a-Ra-S§
correctionnelle,koREksjonEl,ko-REk-sjo-nEl
saoulions,sulj§,su-lj§
héritent,eRit,e-Rit
anguis,@gi,@-gi
autosatisfaction,otosatisfaksj§,o-to-sa-tis-fak-sj§
annoncerez,an§s°Re,a-n§-s°-Re
reformaient,R°fORmE,R°-fOR-mE
conversent,k§vERs,k§-vERs
batailler,bataje,ba-ta-je
dénichais,deniSE,de-ni-SE
trémie,tRemi,tRe-mi
énervées,enERve,e-nER-ve
canapé,kanape,ka-na-pe
mitraillade,mitRajad,mi-tRa-jad
gai,gE,gE
gravant,gRav@,gRa-v@
ampoules,@pul,@-pul
obstétricienne,OpstetRisjEn,Op-ste-tRi-sjEn
géodésigraphe,ZeodezigRaf,Ze-o-de-zi-gRaf
dialoguées,djaloge,dja-lo-ge
contrasta,k§tRasta,k§-tRas-ta
épate,epat,e-pat
mangerez,m@Z°Re,m@-Z°-Re
exploiteront,Eksplwat°R§,Ek-splwa-t°-R§
intégral,5tegRal,5-te-gRal
grouilles,gRuj,gRuj
haleta,al°ta,a-l°-ta
indécence,5des@s,5-de-s@s
remboursés,R@buRse,R@-buR-se
vitupérait,vitypeRE,vi-ty-pe-RE
hennirent,eniR,e-niR
énerves,enERv,e-nERv
bolcho,bOlSo,bOl-So
titulaires,titylER,ti-ty-lER
vacanciers,vak@sje,va-k@-sje
délibérions,delibeRj§,de-li-be-Rj§
marchent,maRS,maRS
ignorent,iNoR,i-NoR
rugisse,RyZis,Ry-Zis
apprenaient,apR°nE,a-pR°-nE
dévastatrice,devastatRis,de-vas-ta-tRis
disparue,dispaRy,dis-pa-Ry
faufilés,fofile,fo-fi-le
dégainant,degEn@,de-gE-n@
casserez,kas°Re,ka-s°-Re
maçonné,masone,ma-so-ne
bécassines,bekasin,be-ka-sin
mugi,myZi,my-Zi
patelles,patEl,pa-tEl
énerva,enERva,e-nER-va
résisterai,Rezist°RE,Re-zis-t°-RE
manipule,manipyl,ma-ni-pyl
contenu,k§t°ny,k§-t°-ny
cordes,kORd,kORd
impliquer,5plike,5-pli-ke
anti-atomiques,@tiatomik,@-ti-a-to-mik
bavarois,bavaRwa,ba-va-Rwa
loucher,luSe,lu-Se
fuguait,fygE,fy-gE
piégerai,pjeZ°RE,pje-Z°-RE
ménagé,menaZe,me-na-Ze
marasquin,maRask5,ma-Ras-k5
prévôts,pRevo,pRe-vo
pillèrent,pijER,pi-jER
camarade,kamaRad,ka-ma-Rad
ex-gardes,EksgaRd,Ek-sgaRd
dancings,d@siG,d@-siG
réprobateur,RepRobat9R,Re-pRo-ba-t9R
brut,bRyt,bRyt
pomponné,p§pone,p§-po-ne
regagnons,R°gaN§,R°-ga-N§
intentera,5t@t°Ra,5-t@-t°-Ra
silvaner,silvanER,sil-va-nER
cerise,s°Riz,s°-Riz
adjas,adZa,ad-Za
transformez,tR@sfORme,tR@s-fOR-me
banlieusarde,b@lj2zaRd,b@-lj2-zaRd
difficultueux,difikylt82,di-fi-kyl-t82
écartelée,ekaRt°le,e-kaR-t°-le
refourguer,R°fuRge,R°-fuR-ge
banalisées,banalize,ba-na-li-ze
ethmoïdal,EtmOidal,Et-mO-i-dal
assiège,asjEZ,a-sjEZ
douaniers,dwanje,dwa-nje
spécieux,spesj2,spe-sj2
égrené,egR°ne,e-gR°-ne
serpette,sERpEt,sER-pEt
rouvertes,RuvERt,Ru-vERt
formidables,fORmidabl,fOR-mi-dabl
islamisées,islamize,i-sla-mi-ze
rejettes,R°ZEt,R°-ZEt
fettucine,fetutSine,fe-tut-Si-ne
conventuellement,k§v@t8El°m@,k§-v@-t8E-l°-m@
ocreux,okR2,o-kR2
chérie,SeRi,Se-Ri
focales,fokal,fo-kal
leçon,l°s§,l°-s§
détroussent,detRus,de-tRus
rimions,Rimj§,Ri-mj§
rachète,RaSEt,Ra-SEt
entre-dévorer,@tR°devoRe,@-tR°-de-vo-Re
carnivore,kaRnivOR,kaR-ni-vOR
meulière,m2ljER,m2-ljER
accompagnerai,ak§paN°RE,a-k§-pa-N°-RE
louperais,lup°RE,lu-p°-RE
similicuir,similik8iR,si-mi-li-k8iR
noyées,nwaje,nwa-je
consternante,k§stERn@t,k§s-tER-n@t
trichent,tRiS,tRiS
triple,tRipl,tRipl
salopiaud,salopjo,sa-lo-pjo
ruiné,R8ine,R8i-ne
suer,s8e,s8e
étudiez,etydje,e-ty-dje
fumèrent,fymER,fy-mER
quarrez,kaRe,ka-Re
simoniaque,simonjak,si-mo-njak
schooner,skun9R,sku-n9R
totalités,totalite,to-ta-li-te
gardés,gaRde,gaR-de
fabrications,fabRikasj§,fa-bRi-ka-sj§
achoppaient,aSopE,a-So-pE
imbattable,5batabl,5-ba-tabl
à tue-tête,atytEt,a-ty-tEt
sincèrement,s5sER°m@,s5-sE-R°-m@
fleurdelisés,fl9Rd°lize,fl9R-d°-li-ze
infirmiers,5fiRmje,5-fiR-mje
bogomiles,bogomil,bo-go-mil
traversées,tRavERse,tRa-vER-se
assemblés,as@ble,a-s@-ble
dupeur,dyp9R,dy-p9R
cyprinidés,sipRinide,si-pRi-ni-de
implantent,5pl@t,5-pl@t
prométhéen,pROmete5,pRO-me-te-5
enveloppes,@v°lOp,@-v°-lOp
barbillon,baRbij§,baR-bi-j§
mahonia,maonja,ma-o-nja
prussiennes,pRysjEn,pRy-sjEn
taxerait,taks°RE,tak-s°-RE
chavireront,SaviR°R§,Sa-vi-R°-R§
diriger,diRiZe,di-Ri-Ze
bedonnant,b2don@,b2-do-n@
désamour,dezamuR,de-za-muR
éperdu,epERdy,e-pER-dy
rendormis,R@dORmi,R@-dOR-mi
démaquille,demakij,de-ma-kij
filière,filjER,fi-ljER
dictera,dikt°Ra,dik-t°-Ra
rêvera,REv°Ra,RE-v°-Ra
écoutât,ekuta,e-ku-ta
esclaves,Esklav,Es-klav
attachés,ataSe,a-ta-Se
embranchement,@bR@S°m@,@-bR@-S°-m@
envolerai,@vOl°RE,@-vO-l°-RE
sasseur,sas9R,sa-s9R
recrutent,R°kRyt,R°-kRyt
apprécié,apResje,a-pRe-sje
efrit,EfRit,E-fRit
chéquier,Sekje,Se-kje
rhodia,Rodja,Ro-dja
crucial,kRysjal,kRy-sjal
chuchotent,SySOt,Sy-SOt
plissé,plise,pli-se
mardis,maRdi,maR-di
fonctionnaient,f§ksjonE,f§k-sjo-nE
câblé,kable,ka-ble
percutée,pERkyte,pER-ky-te
sanglots,s@glo,s@-glo
dépendront,dep@dR§,de-p@-dR§
rechuterait,R°Syt°RE,R°-Sy-t°-RE
conforte,k§fORt,k§-fORt
sensibilité,s@sibilite,s@-si-bi-li-te
capitalisation,kapitalizasj§,ka-pi-ta-li-za-sj§
enjoignis,@ZwaNi,@-Zwa-Ni
inhumain,inym5,i-ny-m5
momentanés,mom@tane,mo-m@-ta-ne
rôtis,Roti,Ro-ti
canarderont,kanaRd°R§,ka-naR-d°-R§
barbiturique,baRbityRik,baR-bi-ty-Rik
cacheton,kaS°t§,ka-S°-t§
martyrisé,maRtiRize,maR-ti-Ri-ze
opté,Opte,Op-te
zaïroise,zaiRwaz,za-i-Rwaz
criminologue,kRiminolOg,kRi-mi-no-lOg
autorités,otoRite,o-to-Ri-te
pleure,pl9R,pl9R
introduire,5tRod8iR,5-tRo-d8iR
seriez,s°Rje,s°-Rje
cavale,kaval,ka-val
arbalètes,aRbalEt,aR-ba-lEt
magistère,maZistER,ma-Zis-tER
temporisez,t@poRize,t@-po-Ri-ze
interactivité,5tERaktivite,5-tE-Rak-ti-vi-te
corruptrice,koRyptRis,ko-Ryp-tRis
emménages,@menaZ,@-me-naZ
reniaient,R°njE,R°-njE
bramement,bRam°m@,bRa-m°-m@
kurdes,kyRd,kyRd
ridiculisais,RidikylizE,Ri-di-ky-li-zE
flingué,fl5ge,fl5-ge
coinçage,kw5saZ,kw5-saZ
épaisses,epEs,e-pEs
rapporteras,RapORt°Ra,Ra-pOR-t°-Ra
fureteuses,fyR°t2z,fy-R°-t2z
efforce,efORs,e-fORs
dénicheras,deniS°Ra,de-ni-S°-Ra
acabits,akabi,a-ka-bi
heurtèrent,9RtER,9R-tER
téloche,telOS,te-lOS
boustifailles,bustifaj,bus-ti-faj
renfermait,R@fERmE,R@-fER-mE
nord-coréenne,nORkoReEn,nOR-ko-Re-En
favela,favela,fa-ve-la
halez,ale,a-le
substituts,sypstity,syp-sti-ty
disais,dizE,di-zE
comite,kOmit,kO-mit
ventées,v@te,v@-te
zigouillés,ziguje,zi-gu-je
converti,k§vERti,k§-vER-ti
jonquille,Z§kij,Z§-kij
alliance,alj@s,a-lj@s
abhorre,abOR,a-bOR
recopiés,R°kopje,R°-ko-pje
sésamoïdes,sezamoid,se-za-mo-id
déraillais,deRajE,de-Ra-jE
diminutif,diminytif,di-mi-ny-tif
scotch,skOtS,skOtS
disposés,dispoze,dis-po-ze
besogneuse,b2zoN2z,b2-zo-N2z
distillation,distilasj§,dis-ti-la-sj§
luzernières,lyzERnjER,ly-zER-njER
isabelle,izabEl,i-za-bEl
méticuleux,metikyl2,me-ti-ky-l2
nylon,nil§,ni-l§
gicle,Zikl,Zikl
prohibée,pRoibe,pRo-i-be
changeaient,S@ZE,S@-ZE
mercaptan,mERkapt@,mER-kap-t@
déserts,dezER,de-zER
mandrill,m@dRil,m@-dRil
carrelé,kaR°le,ka-R°-le
cuisinerai,k8izin°RE,k8i-zi-n°-RE
luttât,lyta,ly-ta
parisiennes,paRizjEn,pa-Ri-zjEn
commenterai,kom@t°RE,ko-m@-t°-RE
grêle,gREl,gREl
sèmeras,sEm°Ra,sE-m°-Ra
garantis,gaR@ti,ga-R@-ti
astrologiquement,astROlOZik°m@,as-tRO-lO-Zi-k°-m@
mocheté,mOS°te,mO-S°-te
déprimantes,depRim@t,de-pRi-m@t
saborder,sabORde,sa-bOR-de
bossait,bosE,bo-sE
optimales,Optimal,Op-ti-mal
fumé,fyme,fy-me
débrouillard,debRujaR,de-bRu-jaR
portor,pORtOR,pOR-tOR
connectés,konEkte,ko-nEk-te
réfractant,RefRakt@,Re-fRak-t@
contacteront,k§takt°R§,k§-tak-t°-R§
prêtes,pREt,pREt
incognitos,5koNito,5-ko-Ni-to
parme,paRm,paRm
arguties,aRgysi,aR-gy-si
mirant,miR@,mi-R@
inspiré,5spiRe,5s-pi-Re
judicieuses,Zydisj2z,Zy-di-sj2z
faufilèrent,fofilER,fo-fi-lER
arrêtiez,aREtje,a-RE-tje
antistaliniens,@tistalinj5,@-tis-ta-li-nj5
incluses,5klyz,5-klyz
guérît,geRi,ge-Ri
politicien,politisj5,po-li-ti-sj5
raclées,Rakle,Ra-kle
casanière,kazanjER,ka-za-njER
provoquent,pRovOk,pRo-vOk
échancraient,eS@kRE,e-S@-kRE
permettez,pERmEte,pER-mE-te
ferrez,fERe,fE-Re
outre-atlantique,utRatl@tik,u-tRat-l@-tik
taraude,taRod,ta-Rod
assistaient,asistE,a-sis-tE
transatlantiques,tR@zatl@tik,tR@-zat-l@-tik
ressert,R°sER,R°-sER
désactivé,dezaktive,de-zak-ti-ve
ciré,siRe,si-Re
bigots,bigo,bi-go
rebrousser,R°bRuse,R°-bRu-se
commerçant,komERs@,ko-mER-s@
insecticide,5sEktisid,5-sEk-ti-sid
conforme,k§fORm,k§-fORm
limites,limit,li-mit
réconfortée,Rek§fORte,Re-k§-fOR-te
clips,klip,klip
coproduire,kopRod8iR,ko-pRo-d8iR
vêtu,vety,ve-ty
consulterai,k§sylt°RE,k§-syl-t°-RE
calés,kale,ka-le
disciplinera,disiplin°Ra,di-si-pli-n°-Ra
abdique,abdik,ab-dik
cargos,kaRgo,kaR-go
figues,fig,fig
boulier,bulje,bu-lje
panard,panaR,pa-naR
breuils,bR9j,bR9j
baiserons,bEz°R§,bE-z°-R§
cisailler,sizaje,si-za-je
amoncellements,am§sEl°m@,a-m§-sE-l°-m@
collectivisée,kolEktivize,ko-lEk-ti-vi-ze
guerroyé,gERwaje,gE-Rwa-je
avionneurs,avjon9R,a-vjo-n9R
dilection,dilEksj§,di-lEk-sj§
conformai,k§fORmE,k§-fOR-mE
encombre,@k§bR,@-k§bR
déteints,det5,de-t5
réfugiées,RefyZje,Re-fy-Zje
détestés,detEste,de-tEs-te
vénitiennes,venisjEn,ve-ni-sjEn
glapir,glapiR,gla-piR
rangez,R@Ze,R@-Ze
myrtille,miRtij,miR-tij
questionnât,kEstjona,kEs-tjo-na
happai,apE,a-pE
résignée,ReziNe,Re-zi-Ne
dénaturaient,denatyRE,de-na-ty-RE
ovibos,ovibOs,o-vi-bOs
haïk,aik,a-ik
col-vert,kOlvER,kOl-vER
fouettements,fwEt°m@,fwE-t°-m@
carènes,kaREn,ka-REn
répartis,RepaRti,Re-paR-ti
saccageait,sakaZE,sa-ka-ZE
dissentiment,dis@tim@,di-s@-ti-m@
conduisons,k§d8iz§,k§-d8i-z§
mystificateurs,mistifikat9R,mis-ti-fi-ka-t9R
paternalisme,patERnalizm,pa-tER-na-lizm
compatit,k§pati,k§-pa-ti
enfanta,@f@ta,@-f@-ta
circulait,siRkylE,siR-ky-lE
méticuleuse,metikyl2z,me-ti-ky-l2z
assurée,asyRe,a-sy-Re
boite,bwat,bwat
attaqués,atake,a-ta-ke
outrés,utRe,u-tRe
surveillerai,syRvEj°RE,syR-vE-j°-RE
moindrement,mw5dR°m@,mw5-dR°-m@
précepteurs,pResEpt9R,pRe-sEp-t9R
provoqueraient,pRovOk°RE,pRo-vO-k°-RE
farauds,faRo,fa-Ro
mass media,masmedja,mas-me-dja
favorisant,favoRiz@,fa-vo-Ri-z@
pastophore,pastofOR,pas-to-fOR
velcro,vElkRo,vEl-kRo
trépassée,tRepase,tRe-pa-se
pigeon,piZ§,pi-Z§
anémiante,anemj@t,a-ne-mj@t
survivait,syRvivE,syR-vi-vE
tournoiement,tuRnwam@,tuR-nwa-m@
argumentait,aRgym@tE,aR-gy-m@-tE
mathématiciens,matematisj5,ma-te-ma-ti-sj5
frappai,fRapE,fRa-pE
mai,mE,mE
réintègre,Re5tEgR,Re-5-tEgR
déchirerais,deSiR°RE,de-Si-R°-RE
frissonnant,fRison@,fRi-so-n@
discuterai,diskyt°RE,dis-ky-t°-RE
chahuteurs,Sayt9R,Sa-y-t9R
frimeurs,fRim9R,fRi-m9R
suppliciés,syplisje,sy-pli-sje
harcelante,aRs°l@t,aR-s°-l@t
indispensable,5disp@sabl,5-dis-p@-sabl
aromatisés,aRomatize,a-Ro-ma-ti-ze
cadavéreuse,kadaveR2z,ka-da-ve-R2z
roof,Ruf,Ruf
clampe,kl@p,kl@p
quart-monde,kaRm§d,kaR-m§d
détachants,detaS@,de-ta-S@
clappements,klap°m@,kla-p°-m@
réitère,ReitER,Re-i-tER
compotier,k§potje,k§-po-tje
routards,RutaR,Ru-taR
météorite,meteoRit,me-te-o-Rit
nommé,nome,no-me
vandale,v@dal,v@-dal
trafiquent,tRafik,tRa-fik
éternelles,etERnEl,e-tER-nEl
vieillardes,vjEjaRd,vjE-jaRd
échographie,ekogRafi,e-ko-gRa-fi
échut,eSy,e-Sy
bradent,bRad,bRad
écharpe,eSaRp,e-SaRp
gordien,gORdj5,gOR-dj5
récupérables,RekypeRabl,Re-ky-pe-Rabl
cruchon,kRyS§,kRy-S§
pète,pEt,pEt
creusées,kR2ze,kR2-ze
