ortho,phon,syll
stipulé,stipyle,sti-py-le
stipulé,stipyle,sti-py-le
stipulée,stipyle,sti-py-le
stipulée,stipyle,sti-py-le
stipulées,stipyle,sti-py-le
stipulées,stipyle,sti-py-le
stipulés,stipyle,sti-py-le
stochastique,stOkastik,stO-kas-tik
stock,stOk,stOk
stock-car,stOkkaR,stOk-kaR
stock-cars,stOkkaR,stOk-kaR
stock-options,stOkOpS9n,stO-kOp-S9n
stockage,stokaZ,sto-kaZ
stockages,stokaZ,sto-kaZ
stockaient,stokE,sto-kE
stockait,stokE,sto-kE
stocke,stOk,stOk
stockent,stOk,stOk
stocker,stoke,sto-ke
stockez,stoke,sto-ke
stockons,stok§,sto-k§
stocks,stOk,stOk
stocké,stoke,sto-ke
stockée,stoke,sto-ke
stockées,stoke,sto-ke
stockés,stoke,sto-ke
stoker,stok9R,sto-k9R
stokes,stOks,stOks
stomacal,stomakal,sto-ma-kal
stomacale,stomakal,sto-ma-kal
stomacales,stomakal,sto-ma-kal
stomacaux,stomako,sto-ma-ko
stomates,stomat,sto-mat
stomie,stOmi,stO-mi
stomoxys,stomOksi,sto-mOk-si
stone,ston,ston
stones,ston,ston
stop,stOp,stOp
stoppa,stopa,sto-pa
stoppage,stopaZ,sto-paZ
stoppai,stopE,sto-pE
stoppaient,stopE,sto-pE
stoppais,stopE,sto-pE
stoppait,stopE,sto-pE
stoppant,stop@,sto-p@
stoppe,stOp,stOp
stoppent,stOp,stOp
stopper,stope,sto-pe
stoppera,stOp°Ra,stO-p°-Ra
stopperai,stOp°RE,stO-p°-RE
stopperiez,stOp°Rje,stO-p°-Rje
stoppes,stOp,stOp
stoppeur,stop9R,sto-p9R
stoppeurs,stop9R,sto-p9R
stoppeuse,stop2z,sto-p2z
stoppez,stope,sto-pe
stoppions,stopj§,sto-pj§
stoppons,stop§,sto-p§
stoppât,stopa,sto-pa
stoppèrent,stopER,sto-pER
stoppé,stope,sto-pe
stoppée,stope,sto-pe
stoppées,stope,sto-pe
stoppés,stope,sto-pe
stops,stOp,stOp
storage,stORaZ,stO-RaZ
store,stOR,stOR
stores,stOR,stOR
story board,stoRibORd,sto-Ri-bORd
story-board,stoRibORd,sto-Ri-bORd
story-boards,stoRibORd,sto-Ri-bORd
stout,stut,stut
stoïcien,stoisj5,sto-i-sj5
stoïcien,stoisj5,sto-i-sj5
stoïciens,stoisj5,sto-i-sj5
stoïcisme,stoisizm,sto-i-sizm
stoïque,stoik,sto-ik
stoïque,stoik,sto-ik
stoïquement,stoik°m@,sto-i-k°-m@
stoïques,stoik,sto-ik
stoïques,stoik,sto-ik
strabisme,stRabizm,stRa-bizm
strabismes,stRabizm,stRa-bizm
stradivarius,stRadivaRjys,stRa-di-va-Rjys
straight,stREt,stREt
stramoine,stRamwan,stRa-mwan
stramonium,stRamOnjOm,stRa-mO-njOm
strangula,stR@gyla,stR@-gy-la
strangulant,stR@gyl@,stR@-gy-l@
strangulation,stR@gylasj§,stR@-gy-la-sj§
stranguler,stR@gyle,stR@-gy-le
strangulé,stR@gyle,stR@-gy-le
strangulées,stR@gyle,stR@-gy-le
strapontin,stRap§t5,stRa-p§-t5
strapontins,stRap§t5,stRa-p§-t5
strasbourgeois,stRazbuRZwa,stRaz-buR-Zwa
strasbourgeoise,stRazbuRZwaz,stRaz-buR-Zwaz
strass,stRas,stRas
strasse,stRas,stRas
stratagème,stRataZEm,stRa-ta-ZEm
stratagèmes,stRataZEm,stRa-ta-ZEm
strate,stRat,stRat
strates,stRat,stRat
stratification,stRatifikasj§,stRa-ti-fi-ka-sj§
stratifications,stRatifikasj§,stRa-ti-fi-ka-sj§
stratifié,stRatifje,stRa-ti-fje
stratifiée,stRatifje,stRa-ti-fje
stratifiée,stRatifje,stRa-ti-fje
stratifiées,stRatifje,stRa-ti-fje
stratigraphique,stRatigRafik,stRa-ti-gRa-fik
stratosphère,stRatosfER,stRa-tos-fER
stratosphérique,stRatosfeRik,stRa-tos-fe-Rik
stratosphériques,stRatosfeRik,stRa-tos-fe-Rik
stratus,stRatys,stRa-tys
stratège,stRatEZ,stRa-tEZ
stratèges,stRatEZ,stRa-tEZ
stratégie,stRateZi,stRa-te-Zi
stratégies,stRateZi,stRa-te-Zi
stratégique,stRateZik,stRa-te-Zik
stratégiquement,stRateZik°m@,stRa-te-Zi-k°-m@
stratégiques,stRateZik,stRa-te-Zik
stratégiste,stRateZist,stRa-te-Zist
strelitzia,stRElitsja,stRE-lit-sja
streptococcie,stREptokOksi,stREp-to-kOk-si
streptococcique,stREptOkOksik,stREp-tO-kOk-sik
streptocoque,stREptokOk,stREp-to-kOk
streptokinase,stREptOkinaz,stREp-tO-ki-naz
streptomycine,stREptomisin,stREp-to-mi-sin
stress,stREs,stREs
stressais,stREsE,stRE-sE
stressait,stREsE,stRE-sE
stressant,stREs@,stRE-s@
stressant,stREs@,stRE-s@
stressante,stREs@t,stRE-s@t
stressantes,stREs@t,stRE-s@t
stressants,stREs@,stRE-s@
stresse,stREs,stREs
stressent,stREs,stREs
stresser,stREse,stRE-se
stressera,stREs°Ra,stRE-s°-Ra
stresserai,stREs°RE,stRE-s°-RE
stressé,stREse,stRE-se
stressée,stREse,stRE-se
stressées,stREse,stRE-se
stressés,stREse,stRE-se
stretch,stREtS,stREtS
stretching,stREtSiG,stREt-SiG
striaient,stRijE,stRi-jE
striait,stRijE,stRi-jE
striations,stRiasj§,stRi-a-sj§
strict,stRikt,stRikt
stricte,stRikt,stRikt
strictement,stRikt°m@,stRik-t°-m@
strictes,stRikt,stRikt
stricto sensu,stRiktos5sy,stRik-to-s5-sy
stricts,stRikt,stRikt
stridence,stRid@s,stRi-d@s
stridences,stRid@s,stRi-d@s
strident,stRid@,stRi-d@
stridente,stRid@t,stRi-d@t
stridentes,stRid@t,stRi-d@t
stridents,stRid@,stRi-d@
strider,stRide,stRi-de
stridor,stRidOR,stRi-dOR
stridulait,stRidylE,stRi-dy-lE
stridulation,stRidylasj§,stRi-dy-la-sj§
stridulations,stRidylasj§,stRi-dy-la-sj§
stridule,stRidyl,stRi-dyl
striduler,stRidyle,stRi-dy-le
striduleuse,stRidyl2z,stRi-dy-l2z
strie,stRi,stRi
strient,stRi,stRi
strier,stRije,stRi-je
stries,stRi,stRi
string,stRiG,stRiG
strings,stRiG,stRiG
strip,stRip,stRip
strip-poker,stRippokER,stRip-po-kER
strip-tease,stRiptiz,stRip-tiz
strip-teases,stRiptiz,stRip-tiz
strip-teaseur,stRiptiz9R,stRip-ti-z9R
strip-teaseurs,stRiptiz9R,stRip-ti-z9R
strip-teaseuse,stRiptiz2z,stRip-ti-z2z
strip-teaseuses,stRiptiz2z,stRip-ti-z2z
stripper,stRip9R,stRi-p9R
striptease,stRiptiz,stRip-tiz
stripteaseuse,stRiptiz2z,stRip-ti-z2z
stripteaseuses,stRiptiz2z,stRip-ti-z2z
striures,stRijyR,stRi-jyR
strié,stRije,stRi-je
strié,stRije,stRi-je
striée,stRije,stRi-je
striée,stRije,stRi-je
striées,stRije,stRi-je
striées,stRije,stRi-je
striés,stRije,stRi-je
striés,stRije,stRi-je
stroboscope,stRObOskOp,stRO-bOs-kOp
stroboscopique,stRoboskopik,stRo-bos-ko-pik
strontiane,stR§sjan,stR§-sjan
strontium,stR§sjOm,stR§-sjOm
strophe,stROf,stROf
strophes,stROf,stROf
stropiats,stRopja,stRo-pja
structura,stRyktyRa,stRyk-ty-Ra
structuraient,stRyktyRE,stRyk-ty-RE
structurait,stRyktyRE,stRyk-ty-RE
structural,stRyktyRal,stRyk-ty-Ral
structurale,stRyktyRal,stRyk-ty-Ral
structuralement,stRyktyRal°m@,stRyk-ty-Ra-l°-m@
structurales,stRyktyRal,stRyk-ty-Ral
structuralisme,stRyktyRalizm,stRyk-ty-Ra-lizm
structuraliste,stRyktyRalist,stRyk-ty-Ra-list
structuralistes,stRyktyRalist,stRyk-ty-Ra-list
structurant,stRyktyR@,stRyk-ty-R@
structurations,stRyktyRasj§,stRyk-ty-Ra-sj§
structuraux,stRyktyRo,stRyk-ty-Ro
structure,stRyktyR,stRyk-tyR
structure,stRyktyR,stRyk-tyR
structurel,stRyktyREl,stRyk-ty-REl
structurelle,stRyktyREl,stRyk-ty-REl
structurellement,stRyktyREl°m@,stRyk-ty-RE-l°-m@
structurels,stRyktyREl,stRyk-ty-REl
structurent,stRyktyR,stRyk-tyR
structurer,stRyktyRe,stRyk-ty-Re
structures,stRyktyR,stRyk-tyR
structures,stRyktyR,stRyk-tyR
structuré,stRyktyRe,stRyk-ty-Re
structuré,stRyktyRe,stRyk-ty-Re
structurée,stRyktyRe,stRyk-ty-Re
structurée,stRyktyRe,stRyk-ty-Re
structurés,stRyktyRe,stRyk-ty-Re
strudel,StRud9l,StRu-d9l
strudels,StRud9l,StRu-d9l
struggle for life,stR9g°lfoRlajf,stR9-g°l-foR-lajf
strychnine,stRiknin,stRik-nin
strychnos,stRiknos,stRik-nos
stryges,stRiZ,stRiZ
stuc,styk,styk
stucs,styk,styk
studette,stydEt,sty-dEt
studieuse,stydj2z,sty-dj2z
studieusement,stydj2z°m@,sty-dj2-z°-m@
studieuses,stydj2z,sty-dj2z
studieux,stydj2,sty-dj2
studio,stydjo,sty-djo
studiolo,stydjOlo,sty-djO-lo
studios,stydjo,sty-djo
stuka,styka,sty-ka
stukas,styka,sty-ka
stup,styp,styp
stupas,stypas,sty-pas
stupeur,styp9R,sty-p9R
stupide,stypid,sty-pid
stupide,stypid,sty-pid
stupidement,stypid°m@,sty-pi-d°-m@
stupides,stypid,sty-pid
stupides,stypid,sty-pid
stupidité,stypidite,sty-pi-di-te
stupidités,stypidite,sty-pi-di-te
stuporeuse,stypoR2z,sty-po-R2z
stupre,stypR,stypR
stups,styp,styp
stups,styp,styp
stupéfaction,stypefaksj§,sty-pe-fak-sj§
stupéfait,stypefE,sty-pe-fE
stupéfaite,stypefEt,sty-pe-fEt
stupéfaites,stypefEt,sty-pe-fEt
stupéfaits,stypefE,sty-pe-fE
stupéfia,stypefja,sty-pe-fja
stupéfiaient,stypefjE,sty-pe-fjE
stupéfiait,stypefjE,sty-pe-fjE
stupéfiant,stypefj@,sty-pe-fj@
stupéfiant,stypefj@,sty-pe-fj@
stupéfiant,stypefj@,sty-pe-fj@
stupéfiante,stypefj@t,sty-pe-fj@t
stupéfiantes,stypefj@t,sty-pe-fj@t
stupéfiants,stypefj@,sty-pe-fj@
stupéfiants,stypefj@,sty-pe-fj@
stupéfie,stypefi,sty-pe-fi
stupéfient,stypefi,sty-pe-fi
stupéfier,stypefje,sty-pe-fje
stupéfierait,stypefiRE,sty-pe-fi-RE
stupéfiez,stypefje,sty-pe-fje
stupéfié,stypefje,sty-pe-fje
stupéfiée,stypefje,sty-pe-fje
stupéfiées,stypefje,sty-pe-fje
stupéfiés,stypefje,sty-pe-fje
stygien,stiZj5,sti-Zj5
style,stil,stil
style,stil,stil
styler,stile,sti-le
styles,stil,stil
stylet,stilE,sti-lE
stylets,stilE,sti-lE
stylisa,stiliza,sti-li-za
stylisation,stilizasj§,sti-li-za-sj§
stylise,stiliz,sti-liz
stylisme,stilizm,sti-lizm
styliste,stilist,sti-list
stylistes,stilist,sti-list
stylistique,stilistik,sti-lis-tik
stylistiques,stilistik,sti-lis-tik
stylisé,stilize,sti-li-ze
stylisée,stilize,sti-li-ze
stylisées,stilize,sti-li-ze
stylisés,stilize,sti-li-ze
stylite,stilit,sti-lit
stylo,stilo,sti-lo
stylo-bille,stilobij,sti-lo-bij
stylo-feutre,stilof2tR,sti-lo-f2tR
stylobille,stilobij,sti-lo-bij
stylographe,stilogRaf,sti-lo-gRaf
stylographes,stilogRaf,sti-lo-gRaf
stylomine,stilomin,sti-lo-min
stylos,stilo,sti-lo
stylos-feutres,stilof2tR,sti-lo-f2tR
styloïde,stilOid,sti-lO-id
stylé,stile,sti-le
stylé,stile,sti-le
stylée,stile,sti-le
stylée,stile,sti-le
stylées,stile,sti-le
stylées,stile,sti-le
stylés,stile,sti-le
stylés,stile,sti-le
styrax,stiRaks,sti-Raks
styrène,stiREn,sti-REn
stèle,stEl,stEl
stèles,stEl,stEl
stère,stER,stER
stères,stER,stER
stéarate,steaRat,ste-a-Rat
stéarique,steaRik,ste-a-Rik
stéatopyges,steatopiZ,ste-a-to-piZ
stégosaure,stegozoR,ste-go-zoR
sténo,steno,ste-no
sténodactylo,stenodaktilo,ste-no-dak-ti-lo
sténodactylographie,stenodaktilogRafi,ste-no-dak-ti-lo-gRa-fi
sténographe,stenogRaf,ste-no-gRaf
sténographiai,stenogRafjE,ste-no-gRa-fjE
sténographie,stenogRafi,ste-no-gRa-fi
sténographique,stenogRafik,ste-no-gRa-fik
sténographiques,stenogRafik,ste-no-gRa-fik
sténopé,stenope,ste-no-pe
sténopés,stenope,ste-no-pe
sténos,steno,ste-no
sténose,stenoz,ste-noz
sténotype,stenotip,ste-no-tip
sténotypiste,stenotipist,ste-no-ti-pist
sténotypistes,stenotipist,ste-no-ti-pist
stéphanois,stefanwa,ste-fa-nwa
stérile,steRil,ste-Ril
stérilement,steRil°m@,ste-Ri-l°-m@
stériles,steRil,ste-Ril
stérilet,steRilE,ste-Ri-lE
stérilisa,steRiliza,ste-Ri-li-za
stérilisait,steRilizE,ste-Ri-li-zE
stérilisant,steRiliz@,ste-Ri-li-z@
stérilisant,steRiliz@,ste-Ri-li-z@
stérilisante,steRiliz@t,ste-Ri-li-z@t
stérilisantes,steRiliz@t,ste-Ri-li-z@t
stérilisateur,steRilizat9R,ste-Ri-li-za-t9R
stérilisation,steRilizasj§,ste-Ri-li-za-sj§
stérilisations,steRilizasj§,ste-Ri-li-za-sj§
stérilise,steRiliz,ste-Ri-liz
stérilisent,steRiliz,ste-Ri-liz
stériliser,steRilize,ste-Ri-li-ze
stérilisez,steRilize,ste-Ri-li-ze
stérilisé,steRilize,ste-Ri-li-ze
stérilisé,steRilize,ste-Ri-li-ze
stérilisée,steRilize,ste-Ri-li-ze
stérilisée,steRilize,ste-Ri-li-ze
stérilisées,steRilize,ste-Ri-li-ze
stérilisées,steRilize,ste-Ri-li-ze
stérilisés,steRilize,ste-Ri-li-ze
stérilisés,steRilize,ste-Ri-li-ze
stérilité,steRilite,ste-Ri-li-te
stéroïde,steRoid,ste-Ro-id
stéroïdes,steRoid,ste-Ro-id
stéréo,steReo,ste-Re-o
stéréophonie,steReofoni,ste-Re-o-fo-ni
stéréophonique,steReofonik,ste-Re-o-fo-nik
stéréos,steReo,ste-Re-o
stéréoscope,steReoskOp,ste-Re-os-kOp
stéréoscopie,steReoskopi,ste-Re-os-ko-pi
stéréoscopique,steReoskopik,ste-Re-os-ko-pik
stéréotype,steReotip,ste-Re-o-tip
stéréotyper,steReOtipe,ste-Re-O-ti-pe
stéréotypes,steReotip,ste-Re-o-tip
stéréotypie,steReotipi,ste-Re-o-ti-pi
stéréotypé,steReotipe,ste-Re-o-ti-pe
stéréotypé,steReotipe,ste-Re-o-ti-pe
stéréotypée,steReotipe,ste-Re-o-ti-pe
stéréotypée,steReotipe,ste-Re-o-ti-pe
stéréotypées,steReotipe,ste-Re-o-ti-pe
stéréotypées,steReotipe,ste-Re-o-ti-pe
stéréotypés,steReotipe,ste-Re-o-ti-pe
stéréotypés,steReotipe,ste-Re-o-ti-pe
stéthoscope,stetoskOp,ste-tos-kOp
stéthoscopes,stetoskOp,ste-tos-kOp
su,sy,sy
su,sy,sy
sua,s8a,s8a
suaient,s8E,s8E
suaire,s8ER,s8ER
suaires,s8ER,s8ER
suais,s8E,s8E
suait,s8E,s8E
suant,s8@,s8@
suant,s8@,s8@
suante,s8@t,s8@t
suantes,s8@t,s8@t
suants,s8@,s8@
suave,s8av,s8av
suavement,s8av°m@,s8a-v°-m@
suaves,s8av,s8av
suavité,s8avite,s8a-vi-te
sub,syb,syb
sub-aquatique,sybakwatik,sy-ba-kwa-tik
sub-atomique,sybatomik,sy-ba-to-mik
sub-atomiques,sybatomik,sy-ba-to-mik
sub-claquant,sybklak@,syb-kla-k@
sub-espace,sybEspas,sy-bEs-pas
sub-normaux,sybnORmo,syb-nOR-mo
sub-nucléaires,sybnykleER,syb-ny-kle-ER
sub-vocal,sybvokal,syb-vo-kal
sub-véhiculaire,sybveikylER,syb-ve-i-ky-lER
sub-zéro,sybzeRo,syb-ze-Ro
subaiguë,sybEgy,sy-bE-gy
subalterne,sybaltERn,sy-bal-tERn
subalterne,sybaltERn,sy-bal-tERn
subalternes,sybaltERn,sy-bal-tERn
subalternes,sybaltERn,sy-bal-tERn
subaquatique,sybakwatik,sy-ba-kwa-tik
subatomique,sybatomik,sy-ba-to-mik
subatomiques,sybatomik,sy-ba-to-mik
subcarpatique,sypkaRpatik,syp-kaR-pa-tik
subcellulaire,sypsElylER,syp-sE-ly-lER
subconsciemment,sybk§sjam@,syb-k§-sja-m@
subconscient,sypk§sj@,syp-k§-sj@
subconscient,sypk§sj@,syp-k§-sj@
subconsciente,sypk§sj@t,syp-k§-sj@t
subconscientes,sypk§sj@t,syp-k§-sj@t
subconscients,sypk§sj@,syp-k§-sj@
subconscients,sypk§sj@,syp-k§-sj@
subculture,sybkyltyR,syb-kyl-tyR
subdivisa,sybdiviza,syb-di-vi-za
subdivisaient,sybdivizE,syb-di-vi-zE
subdivisait,sybdivizE,syb-di-vi-zE
subdivisent,sybdiviz,syb-di-viz
subdivision,sybdivizj§,syb-di-vi-zj§
subdivisions,sybdivizj§,syb-di-vi-zj§
subdivisé,sybdivize,syb-di-vi-ze
subdivisée,sybdivize,syb-di-vi-ze
subdivisés,sybdivize,syb-di-vi-ze
subduction,sybdyksj§,syb-dyk-sj§
suber,sybER,sy-bER
subi,sybi,sy-bi
subie,sybi,sy-bi
subies,sybi,sy-bi
subir,sybiR,sy-biR
subira,sybiRa,sy-bi-Ra
subirai,sybiRE,sy-bi-RE
subiraient,sybiRE,sy-bi-RE
subirais,sybiRE,sy-bi-RE
subirait,sybiRE,sy-bi-RE
subiras,sybiRa,sy-bi-Ra
subirent,sybiR,sy-biR
subirez,sybiRe,sy-bi-Re
subirions,sybiRj§,sy-bi-Rj§
subirons,sybiR§,sy-bi-R§
subiront,sybiR§,sy-bi-R§
subis,sybi,sy-bi
subissaient,sybisE,sy-bi-sE
subissais,sybisE,sy-bi-sE
subissait,sybisE,sy-bi-sE
subissant,sybis@,sy-bi-s@
subisse,sybis,sy-bis
subissent,sybis,sy-bis
subisses,sybis,sy-bis
subissez,sybise,sy-bi-se
subissiez,sybisje,sy-bi-sje
subissions,sybisj§,sy-bi-sj§
subissons,sybis§,sy-bi-s§
subit,sybi,sy-bi
subit,sybi,sy-bi
subite,sybit,sy-bit
subitement,sybit°m@,sy-bi-t°-m@
subites,sybit,sy-bit
subito,sybito,sy-bi-to
subits,sybi,sy-bi
subjectif,sybZEktif,syb-ZEk-tif
subjectifs,sybZEktif,syb-ZEk-tif
subjective,sybZEktiv,syb-ZEk-tiv
subjective,sybZEktiv,syb-ZEk-tiv
subjectivement,sybZEktiv°m@,syb-ZEk-ti-v°-m@
subjectives,sybZEktiv,syb-ZEk-tiv
subjectivisme,sybZEktivizm,syb-ZEk-ti-vizm
subjectiviste,sybZEktivist,syb-ZEk-ti-vist
subjectivité,sybZEktivite,syb-ZEk-ti-vi-te
subjonctif,sybZ§ktif,syb-Z§k-tif
subjonctifs,sybZ§ktif,syb-Z§k-tif
subjugation,sybZygasj§,syb-Zy-ga-sj§
subjugua,sybZyga,syb-Zy-ga
subjuguaient,sybZygE,syb-Zy-gE
subjuguait,sybZygE,syb-Zy-gE
subjuguant,sybZyg@,syb-Zy-g@
subjugue,sybZyg,syb-Zyg
subjuguer,sybZyge,syb-Zy-ge
subjuguerais,sybZyg°RE,syb-Zy-g°-RE
subjuguerait,sybZyg°RE,syb-Zy-g°-RE
subjugues,sybZyg,syb-Zyg
subjugué,sybZyge,syb-Zy-ge
subjuguée,sybZyge,syb-Zy-ge
subjuguées,sybZyge,syb-Zy-ge
subjugués,sybZyge,syb-Zy-ge
sublimable,syblimabl,sy-bli-mabl
sublimais,syblimE,sy-bli-mE
sublimait,syblimE,sy-bli-mE
sublimant,syblim@,sy-bli-m@
sublimation,syblimasj§,sy-bli-ma-sj§
sublimations,syblimasj§,sy-bli-ma-sj§
sublime,syblim,sy-blim
sublime,syblim,sy-blim
sublimement,syblim°m@,sy-bli-m°-m@
subliment,syblim,sy-blim
sublimer,syblime,sy-bli-me
sublimes,syblim,sy-blim
sublimes,syblim,sy-blim
subliminal,sybliminal,sy-bli-mi-nal
subliminale,sybliminal,sy-bli-mi-nal
subliminales,sybliminal,sy-bli-mi-nal
subliminaux,syblimino,sy-bli-mi-no
sublimissime,syblimisim,sy-bli-mi-sim
sublimité,syblimite,sy-bli-mi-te
sublimités,syblimite,sy-bli-mi-te
sublimé,syblime,sy-bli-me
sublimé,syblime,sy-bli-me
sublimée,syblime,sy-bli-me
sublimées,syblime,sy-bli-me
sublimés,syblime,sy-bli-me
sublimés,syblime,sy-bli-me
sublingual,sybl5g8al,sy-bl5-g8al
sublinguaux,sybl5gwo,sy-bl5-gwo
sublunaire,syblynER,sy-bly-nER
sublunaires,syblynER,sy-bly-nER
submerge,sybmERZ,syb-mERZ
submergea,sybmERZa,syb-mER-Za
submergeaient,sybmERZE,syb-mER-ZE
submergeait,sybmERZE,syb-mER-ZE
submergeant,sybmERZ@,syb-mER-Z@
submergent,sybmERZ,syb-mERZ
submerger,sybmERZe,syb-mER-Ze
submergera,sybmERZ°Ra,syb-mER-Z°-Ra
submergerait,sybmERZ°RE,syb-mER-Z°-RE
submergeât,sybmERZa,syb-mER-Za
submergèrent,sybmERZER,syb-mER-ZER
submergé,sybmERZe,syb-mER-Ze
submergé,sybmERZe,syb-mER-Ze
submergée,sybmERZe,syb-mER-Ze
submergée,sybmERZe,syb-mER-Ze
submergées,sybmERZe,syb-mER-Ze
submergées,sybmERZe,syb-mER-Ze
submergés,sybmERZe,syb-mER-Ze
submergés,sybmERZe,syb-mER-Ze
submersible,sybmERsibl,syb-mER-sibl
submersible,sybmERsibl,syb-mER-sibl
submersibles,sybmERsibl,syb-mER-sibl
submersibles,sybmERsibl,syb-mER-sibl
submersion,sybmERsj§,syb-mER-sj§
subodora,sybodoRa,sy-bo-do-Ra
subodorais,sybodoRE,sy-bo-do-RE
subodorait,sybodoRE,sy-bo-do-RE
subodorant,sybodoR@,sy-bo-do-R@
subodore,sybodOR,sy-bo-dOR
subodorent,sybodOR,sy-bo-dOR
subodorer,sybodoRe,sy-bo-do-Re
subodorèrent,sybodoRER,sy-bo-do-RER
subodoré,sybodoRe,sy-bo-do-Re
subodorés,sybodoRe,sy-bo-do-Re
suborbitale,sybORbital,sy-bOR-bi-tal
subordination,sybORdinasj§,sy-bOR-di-na-sj§
subordonnaient,sybORdonE,sy-bOR-do-nE
subordonnais,sybORdonE,sy-bOR-do-nE
subordonnant,sybORdon@,sy-bOR-do-n@
subordonne,sybORdOn,sy-bOR-dOn
subordonner,sybORdone,sy-bOR-do-ne
subordonné,sybORdone,sy-bOR-do-ne
subordonné,sybORdone,sy-bOR-do-ne
subordonné,sybORdone,sy-bOR-do-ne
subordonnée,sybORdone,sy-bOR-do-ne
subordonnée,sybORdone,sy-bOR-do-ne
subordonnée,sybORdone,sy-bOR-do-ne
subordonnées,sybORdone,sy-bOR-do-ne
subordonnées,sybORdone,sy-bOR-do-ne
subordonnées,sybORdone,sy-bOR-do-ne
subordonnés,sybORdone,sy-bOR-do-ne
subordonnés,sybORdone,sy-bOR-do-ne
subordonnés,sybORdone,sy-bOR-do-ne
subornation,sybORnasj§,sy-bOR-na-sj§
suborner,sybORne,sy-bOR-ne
suborneur,sybORn9R,sy-bOR-n9R
suborneurs,sybORn9R,sy-bOR-n9R
suborné,sybORne,sy-bOR-ne
subornée,sybORne,sy-bOR-ne
subornés,sybORne,sy-bOR-ne
subreptice,sybREptis,sy-bREp-tis
subrepticement,sybREptis°m@,sy-bREp-ti-s°-m@
subreptices,sybREptis,sy-bREp-tis
subrogation,sybRogasj§,sy-bRo-ga-sj§
subrogé,sybRoZe,sy-bRo-Ze
subrécargue,sybRekaRg,sy-bRe-kaRg
subsaharienne,sybzaaRjEn,syb-za-a-RjEn
subside,sypzid,syp-zid
subsides,sybzid,syb-zid
subsidiaire,sybzidjER,syb-zi-djER
subsidiairement,sybzidjER°m@,syb-zi-djE-R°-m@
subsidiaires,sybzidjER,syb-zi-djER
subsista,sybzista,syb-zis-ta
subsistaient,sybzistE,syb-zis-tE
subsistait,sybzistE,syb-zis-tE
subsistance,sybzist@s,syb-zis-t@s
subsistances,sybzist@s,syb-zis-t@s
subsistant,sybzist@,syb-zis-t@
subsistant,sybzist@,syb-zis-t@
subsistantes,sybzist@t,syb-zis-t@t
subsistants,sybzist@,syb-zis-t@
subsiste,sybzist,syb-zist
subsistent,sybzist,syb-zist
subsister,sybziste,syb-zis-te
subsistera,sybzist°Ra,syb-zis-t°-Ra
subsisteraient,sybzist°RE,syb-zis-t°-RE
subsisterait,sybzist°RE,syb-zis-t°-RE
subsisteront,sybzist°R§,syb-zis-t°-R§
subsistions,sybzistj§,syb-zis-tj§
subsistons,sybzist§,syb-zis-t§
subsistâmes,sybzistam,syb-zis-tam
subsistât,sybzista,syb-zis-ta
subsistèrent,sybzistER,syb-zis-tER
subsisté,sybziste,syb-zis-te
subsonique,sypsonik,syp-so-nik
substance,sypst@s,syp-st@s
substances,sypst@s,syp-st@s
substantiel,sypst@sjEl,syp-st@-sjEl
substantielle,sypst@sjEl,syp-st@-sjEl
substantiellement,sypst@sjEl°m@,syp-st@-sjE-l°-m@
substantielles,sypst@sjEl,syp-st@-sjEl
substantiels,sypst@sjEl,syp-st@-sjEl
substantif,sypst@tif,syp-st@-tif
substantif,sypst@tif,syp-st@-tif
substantifique,sypst@tifik,syp-st@-ti-fik
substantifs,sypst@tif,syp-st@-tif
substantifs,sypst@tif,syp-st@-tif
substitua,sypstit8a,syp-sti-t8a
substituai,sypstit8E,syp-sti-t8E
substituaient,sypstit8E,syp-sti-t8E
substituait,sypstit8E,syp-sti-t8E
substituant,sypstit8@,syp-sti-t8@
substitue,sypstity,syp-sti-ty
substituent,sypstity,syp-sti-ty
substituer,sypstit8e,syp-sti-t8e
substituerait,sypstityRE,syp-sti-ty-RE
substituerez,sypstityRe,syp-sti-ty-Re
substituez,sypstitye,syp-sti-ty-e
substituons,sypstit8§,syp-sti-t8§
substitut,sypstity,syp-sti-ty
substitution,sypstitysj§,syp-sti-ty-sj§
substitutions,sypstitysj§,syp-sti-ty-sj§
substituts,sypstity,syp-sti-ty
substitué,sypstit8e,syp-sti-t8e
substituées,sypstit8e,syp-sti-t8e
substitués,sypstit8e,syp-sti-t8e
substrat,sypstRa,syp-stRa
substratum,sypstRatOm,syp-stRa-tOm
substruction,sypstRyksj§,syp-stRyk-sj§
subséquemment,sypsekam@,syp-se-ka-m@
subséquent,sybsek@,syb-se-k@
subséquente,sypsek@t,syp-se-k@t
subséquentes,sypsek@t,syp-se-k@t
subséquents,sypsek@,syp-se-k@
subterfuge,syptERfyZ,syp-tER-fyZ
subterfuges,syptERfyZ,syp-tER-fyZ
subtil,syptil,syp-til
subtile,syptil,syp-til
subtilement,syptil°m@,syp-ti-l°-m@
subtiles,syptil,syp-til
subtilisa,syptiliza,syp-ti-li-za
subtilisait,syptilizE,syp-ti-li-zE
subtilisant,syptiliz@,syp-ti-li-z@
subtilisassent,syptilizas,syp-ti-li-zas
subtilise,syptiliz,syp-ti-liz
subtiliser,syptilize,syp-ti-li-ze
subtilisera,syptiliz°Ra,syp-ti-li-z°-Ra
subtilisé,syptilize,syp-ti-li-ze
subtilisée,syptilize,syp-ti-li-ze
